weapon_id,Name,Rarity,Class,Element,Type,Impact,Range,Shield Duration,Handling,Reload Speed,Aim Assistance,Inventory Size,Airborne Effectiveness,Rounds Per Minute,Charge Time,Magazine,Perks/0,Perks/1,Perks/2,Perks/3,Perks/4,Perks/5,Perks/6,Perks/7,Perks/8,Perks/9,Perks/10,Perks/11,Perks/12,Perks/13,Perks/14,Perks/15,Perks/16,Perks/17,Perks/18,Perks/19,Perks/20,Perks/21,Stability,Zoom,Recoil,Accuracy,Draw Time,Velocity,Perks/22,Perks/23,Perks/24,Perks/25,Perks/26,Perks/27,Perks/28,Perks/29,Perks/30,Perks/31,Perks/32,Perks/33,Perks/34,Perks/35,Perks/36,Blast Radius,Swing Speed,Guard Efficiency,Guard Resistance,Charge Rate,Ammo Capacity,Perks/37,Perks/38,Perks/39,Perks/40,Perks/41,Perks/42,Perks/43,Perks/44,Perks/45,Perks/46,Perks/47,Perks/48,Perks/49,Perks/50,Perks/51,Perks/52,Perks/53,Perks/54,Perks/55,Perks/56,Perks/57,Perks/58,Perks/59,Perks/60,Perks/61,Perks/62,Perks/63,Perks/64,Perks/65,Perks/66
2931957300,DREAM BREAKER,Legendary,Any,Energy,Fusion Rifle,70,30,,27,30,43,31,4,,660,6,Adaptive Frame,Extended Barrel,Liquid Coils,Particle Repeater,Snapshot Sights,Rampage,Adaptive Frame,Arrowhead Brake,Fluted Barrel,Corkscrew Rifling,Hammer-Forged Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Smallbore,Enhanced Battery,Ionized Battery,Liquid Coils,Accelerated Coils,Particle Repeater,Projection Fuse,36,15,57,,,,Heating Up,Lead from Gold,Firmly Planted,Under Pressure,Auto-Loading Holster,Moving Target,Underdog,Threat Detector,Rangefinder,Tunnel Vision,Slideways,Pulse Monitor,High-Impact Reserves,Frenzy,Surrounded,,,,,,,Eye of the Storm,Kickstart,Rampage,Quickdraw,Tap the Trigger,Backup Plan,Disruption Break,Cornered,Wellspring,Range,Stability,Charge Time,Reload Speed,Handling,Counterbalance Stock,Major Spec,Targeting Adjuster,Backup Mag,Boss Spec,Freehand Grip,Quick Access Sling,,,,,,,,,
4106983932,ELATHA FR4,Legendary,Any,Energy,Fusion Rifle,95,49,,21,15,58,20,4,,960,5,High-Impact Frame,Transmission MS7,Flash HS5,Accelerated Coils,Projection Fuse,Field Prep,Kill Clip,High-Impact Frame,Signal MS5,Impulse MS3,Transmission MS7,Candle PS,Spark PS,Jolt PS,Flash HS5,Torch HS3,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,24,15,62,,,,Field Prep,Hip-Fire Grip,Quickdraw,No Distractions,Firmly Planted,Grave Robber,Kill Clip,Demolitionist,Surrounded,Threat Detector,Backup Plan,Snapshot Sights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105447487,ELATHA FR4,Legendary,Any,Energy,Fusion Rifle,95,49,,21,15,58,20,4,,960,5,High-Impact Frame,Candle PS,Flash HS5,Enhanced Battery,Projection Fuse,Field Prep,,,,,,,,,,,,,,,,,24,15,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027844941,ERENTIL FR4,Legendary,Any,Energy,Fusion Rifle,95,54,,18,20,65,30,4,,960,5,High-Impact Frame,Candle PS,Flash HS5,Accelerated Coils,Liquid Coils,Under Pressure,High-Impact Reserves,High-Impact Frame,Signal MS5,Impulse MS3,Transmission MS7,Candle PS,Spark PS,Jolt PS,Flash HS5,Torch HS3,Particle Repeater,Projection Fuse,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,22,15,60,,,,Under Pressure,Firmly Planted,Moving Target,Auto-Loading Holster,Snapshot Sights,Hip-Fire Grip,Threat Detector,Backup Plan,Tap the Trigger,Kill Clip,Rampage,High-Impact Reserves,Rangefinder,Quickdraw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398848320,ERENTIL FR4,Legendary,Any,Energy,Fusion Rifle,95,54,,18,20,65,30,4,,960,5,High-Impact Frame,Candle PS,Flash HS5,Accelerated Coils,Liquid Coils,Under Pressure,,,,,,,,,,,,,,,,,22,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679281855,EXILE'S CURSE,Legendary,Any,Energy,Fusion Rifle,95,48,,27,19,61,26,6,,960,5,High-Impact Frame,Full Bore,Accelerated Coils,Field Prep,Multikill Clip,High-Impact Frame,Arrowhead Brake,Fluted Barrel,Corkscrew Rifling,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,Chambered Compensator,Extended Barrel,Full Bore,Accelerated Coils,Enhanced Battery,Particle Repeater,Projection Fuse,Ionized Battery,Liquid Coils,Pulse Monitor,27,15,79,,,,Slideshot,Quickdraw,Killing Wind,Field Prep,Underdog,No Distractions,Grave Robber,Threat Detector,Firmly Planted,Hip-Fire Grip,Vorpal Weapon,High-Impact Reserves,Kickstart,Multikill Clip,Disruption Break,,,,,,,Snapshot Sights,Celerity,Elemental Capacitor,Feeding Frenzy,Backup Plan,Range,Charge Time,Stability,Reload Speed,Handling,Counterbalance Stock,Targeting Adjuster,Boss Spec,Freehand Grip,Icarus Grip,Backup Mag,Major Spec,Sprint Grip,,,,,,,,,,,,
276080079,EXILE'S CURSE (ADEPT),Legendary,Any,Energy,Fusion Rifle,95,48,,27,19,61,26,6,,960,5,High-Impact Frame,Corkscrew Rifling,Liquid Coils,Firmly Planted,Celerity,High-Impact Frame,Arrowhead Brake,Fluted Barrel,Corkscrew Rifling,Hammer-Forged Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Smallbore,Accelerated Coils,Enhanced Battery,Particle Repeater,Projection Fuse,Ionized Battery,Liquid Coils,Pulse Monitor,27,15,79,,,,Slideshot,Killing Wind,Field Prep,Underdog,No Distractions,Grave Robber,Threat Detector,Firmly Planted,Quickdraw,Hip-Fire Grip,Vorpal Weapon,High-Impact Reserves,Multikill Clip,Disruption Break,Snapshot Sights,,,,,,,Celerity,Elemental Capacitor,Feeding Frenzy,Kickstart,Backup Plan,Stability,Charge Time,Reload Speed,Range,Handling,Adept Charge Time,Adept Range,Adept Stability,Adept Big Ones Spec,Counterbalance Stock,Adept Icarus Grip,Boss Spec,Freehand Grip,,,,,,,,,,,,
1706206669,GALLANT CHARGE,Legendary,Any,Energy,Fusion Rifle,95,48,,19,15,61,22,4,,960,5,High-Impact Frame,Full Bore,Liquid Coils,Grave Robber,Lead from Gold,High-Impact Frame,Chambered Compensator,Polygonal Rifling,Arrowhead Brake,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Full Bore,Hammer-Forged Rifling,Smallbore,Liquid Coils,Particle Repeater,Accelerated Coils,Enhanced Battery,Ionized Battery,Projection Fuse,Grave Robber,23,15,76,,,,Auto-Loading Holster,Hip-Fire Grip,Demolitionist,No Distractions,Swashbuckler,Tap the Trigger,Lead from Gold,Rangefinder,Rampage,Multikill Clip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030895163,GLACIOCLASM,Legendary,Any,Energy,Fusion Rifle,95,63,,33,15,55,26,4,,960,5,High-Impact Frame,Chambered Compensator,Enhanced Battery,Ambitious Assassin,High-Impact Reserves,High-Impact Frame,Arrowhead Brake,Chambered Compensator,Fluted Barrel,Hammer-Forged Rifling,Corkscrew Rifling,Polygonal Rifling,Smallbore,Extended Barrel,Full Bore,Accelerated Coils,Particle Repeater,Projection Fuse,Enhanced Battery,Liquid Coils,Ionized Battery,Slideshot,29,16,78,,,,Under Pressure,Surplus,Field Prep,Subsistence,Killing Wind,Ambitious Assassin,Threat Detector,Demolitionist,Swashbuckler,High-Impact Reserves,Auto-Loading Holster,Reservoir Burst,Surrounded,Unrelenting,Backup Plan,,,,,,,Harmony,Range,Charge Time,Stability,Handling,Reload Speed,Major Spec,Counterbalance Stock,Boss Spec,Targeting Adjuster,Backup Mag,Minor Spec,Icarus Grip,Freehand Grip,,,,,,,,,,,,,,,,
607191995,HOLLOW WORDS,Legendary,Any,Energy,Fusion Rifle,80,49,,23,20,63,26,4,,780,6,Precision Frame,Chambered Compensator,Projection Fuse,Feeding Frenzy,Unrelenting,Precision Frame,Arrowhead Brake,Fluted Barrel,Corkscrew Rifling,Hammer-Forged Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Smallbore,Enhanced Battery,Ionized Battery,Liquid Coils,Accelerated Coils,Projection Fuse,Particle Repeater,Feeding Frenzy,38,18,75,,,,Lead from Gold,Slideways,Under Pressure,Killing Wind,Quickdraw,Vorpal Weapon,Disruption Break,Unrelenting,Surrounded,Sympathetic Arsenal,Backup Plan,Charge Time,Range,Stability,Reload Speed,,,,,,,Handling,Major Spec,Boss Spec,Counterbalance Stock,Backup Mag,Targeting Adjuster,Freehand Grip,Icarus Grip,Quick Access Sling,,,,,,,,,,,,,,,,,,,,,
3044460004,IOTA DRACONIS,Legendary,Any,Energy,Fusion Rifle,95,46,,22,17,59,18,4,,960,5,High-Impact Frame,Arrowhead Brake,Particle Repeater,Ensemble,Adagio,High-Impact Frame,Arrowhead Brake,Chambered Compensator,Fluted Barrel,Corkscrew Rifling,Extended Barrel,Hammer-Forged Rifling,Full Bore,Polygonal Rifling,Smallbore,Accelerated Coils,Enhanced Battery,Liquid Coils,Particle Repeater,Projection Fuse,Ionized Battery,Surplus,24,15,73,,,,Feeding Frenzy,Ensemble,Lead from Gold,Heating Up,Under Pressure,Harmony,Cornered,Frenzy,Kickstart,Adagio,High-Impact Reserves,Charge Time,Range,Stability,Handling,,,,,,,Reload Speed,Counterbalance Stock,Major Spec,Targeting Adjuster,Boss Spec,Backup Mag,Freehand Grip,Quick Access Sling,Icarus Grip,,,,,,,,,,,,,,,,,,,,,
1994645182,LIKELY SUSPECT,Legendary,Any,Energy,Fusion Rifle,55,18,,48,46,32,52,4,,500,7,Rapid-Fire Frame,Fluted Barrel,Enhanced Battery,Perpetual Motion,Successful Warm-Up,Psychohack,Rapid-Fire Frame,Polygonal Rifling,Extended Barrel,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Accelerated Coils,Enhanced Battery,Ionized Battery,Projection Fuse,Particle Repeater,Liquid Coils,31,15,50,,,,Firmly Planted,Ensemble,Stats for All,Perpetual Motion,Slideways,Heating Up,Ensemble,Stats for All,Perpetual Motion Enhanced,Heating Up,Adagio,Wellspring,Turnabout,One for All,Golden Tricorn,,,,,,,Successful Warm-Up,Adagio,Wellspring,Turnabout,One for All,Golden Tricorn Enhanced,Successful Warm-Up,Psychohack,Reload Speed,Charge Time,Range,Handling,Stability,Major Spec,Counterbalance Stock,Boss Spec,Targeting Adjuster,Backup Mag,Icarus Grip,Freehand Grip,Quick Access Sling,,,,,,,,,
580961571,LOADED QUESTION,Legendary,Any,Energy,Fusion Rifle,95,52,,25,19,66,30,4,,960,5,High-Impact Frame,Red Dot 2 MOA,Ionized Battery,Auto-Loading Holster,Reservoir Burst,Powerful Statement,,,,,,,,,,,,,,,,,25,15,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445437901,MAIN INGREDIENT,Legendary,Any,Energy,Fusion Rifle,80,59,,31,24,59,40,4,,780,5,Precision Frame,Red Dot 2 MOA,Cleanshot IS,Hitmark IS,Enhanced Battery,Liquid Coils,Rampage,,,,,,,,,,,,,,,,49,15,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253196586,MAIN INGREDIENT,Legendary,Any,Energy,Fusion Rifle,80,59,,31,24,45,40,4,,780,5,Precision Frame,Red Dot 2 MOA,Cleanshot IS,Hitmark IS,Enhanced Battery,Liquid Coils,Rampage,High-Impact Reserves,Precision Frame,Red Dot Micro,Cleanshot IS,Hitmark IS,Red Dot 2 MOA,Accelerated Coils,Enhanced Battery,Liquid Coils,Particle Repeater,Projection Fuse,Ionized Battery,Auto-Loading Holster,Under Pressure,Firmly Planted,35,15,73,,,,Moving Target,Snapshot Sights,Hip-Fire Grip,Threat Detector,Kill Clip,Rampage,High-Impact Reserves,Rangefinder,Tap the Trigger,Backup Plan,Quickdraw,Stability,Range,Charge Time,Reload Speed,,,,,,,Handling,Counterbalance Stock,Targeting Adjuster,Icarus Grip,Quick Access Sling,Freehand Grip,Major Spec,Backup Mag,Boss Spec,Subatomic Ivory,,,,,,,,,,,,,,,,,,,,
3969066556,MIDHA'S RECKONING,Legendary,Any,Energy,Fusion Rifle,95,52,,19,18,68,28,8,,960,5,High-Impact Frame,Fluted Barrel,Liquid Coils,Hip-Fire Grip,Surrounded,Runneth Over,High-Impact Frame,Extended Barrel,Polygonal Rifling,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Accelerated Coils,Enhanced Battery,Ionized Battery,Projection Fuse,Particle Repeater,Liquid Coils,22,15,78,,,,Cornered,Hip-Fire Grip,Field Prep,Well-Rounded,Backup Plan,Pugilist,Unrelenting,Cornered,Well-Rounded,Pugilist,Unrelenting,Kickstart,Surrounded,Tap the Trigger,Golden Tricorn,,,,,,,Vorpal Weapon,Successful Warm-Up,Reservoir Burst,Surrounded,Kickstart,Golden Tricorn Enhanced,Vorpal Weapon,Successful Warm-Up,Reservoir Burst,Runneth Over,Stability,Charge Time,Reload Speed,Range,Handling,Major Spec,Boss Spec,Backup Mag,Counterbalance Stock,Targeting Adjuster,Freehand Grip,Minor Spec,Icarus Grip,,,,,,,
3904516037,MIDHA'S RECKONING (HARROWED),Legendary,Any,Energy,Fusion Rifle,95,52,,19,18,68,28,8,,960,5,High-Impact Frame,Fluted Barrel,Liquid Coils,Hip-Fire Grip,Surrounded,Runneth Over,High-Impact Frame,Arrowhead Brake,Chambered Compensator,Hammer-Forged Rifling,Smallbore,Corkscrew Rifling,Fluted Barrel,Extended Barrel,Full Bore,Polygonal Rifling,Accelerated Coils,Enhanced Battery,Ionized Battery,Particle Repeater,Projection Fuse,Liquid Coils,22,15,78,,,,Backup Plan,Cornered,Field Prep,Unrelenting,Well-Rounded,Pugilist,Hip-Fire Grip,Cornered,Well-Rounded,Pugilist,Unrelenting,Golden Tricorn,Vorpal Weapon,Reservoir Burst,Kickstart,,,,,,,Tap the Trigger,Successful Warm-Up,Surrounded,Surrounded,Kickstart,Golden Tricorn Enhanced,Vorpal Weapon,Successful Warm-Up,Reservoir Burst,Runneth Over,Stability,Range,Reload Speed,Handling,Charge Time,Adept Big Ones Spec,Adept Charge Time,Major Spec,Adept Range,Adept Stability,Counterbalance Stock,Boss Spec,Backup Mag,,,,,,,
2502422774,NOX ECHO III,Legendary,Any,Energy,Fusion Rifle,70,31,,29,31,62,29,4,,660,6,Adaptive Frame,Cleanshot IS,Hitmark IS,Red Dot 2 MOA,Liquid Coils,Accelerated Coils,Hip-Fire Grip,,,,,,,,,,,,,,,,42,15,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105447486,NOX VENERIS II,Legendary,Any,Energy,Fusion Rifle,70,32,,29,33,46,28,4,,660,6,Adaptive Frame,Cleanshot IS,Red Dot 2 MOA,Particle Repeater,Enhanced Battery,Auto-Loading Holster,,,,,,,,,,,,,,,,,39,15,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644680957,NULL COMPOSURE,Legendary,Any,Energy,Fusion Rifle,55,29,,56,48,38,55,4,,500,6,Rapid-Fire Frame,Fluted Barrel,Projection Fuse,Feeding Frenzy,Heating Up,Reservoir Burst,High-Impact Reserves,Inferno Heraldry,Smith's Touchmark,Coordinated Offensive,,,,,,,,,,,,,35,16,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289000550,PLUG ONE.1,Legendary,Any,Energy,Fusion Rifle,80,58,,36,31,66,40,8,,780,6,Precision Frame,Corkscrew Rifling,Projection Fuse,Bottomless Grief,Backup Plan,Precision Frame,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Fluted Barrel,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,Extended Barrel,Full Bore,Accelerated Coils,Liquid Coils,Enhanced Battery,Ionized Battery,Particle Repeater,Projection Fuse,Heating Up,49,17,75,,,,Bottomless Grief,Feeding Frenzy,Compulsive Reloader,Under Pressure,Killing Wind,Quickdraw,Adaptive Munitions,Adrenaline Junkie,Kickstart,Reservoir Burst,Thresh,Cornered,Successful Warm-Up,Backup Plan,Turnabout,,,,,,,Stunning Recovery,Vanguard's Vindication,Range,Stability,Charge Time,Handling,Reload Speed,Major Spec,Counterbalance Stock,Boss Spec,Targeting Adjuster,Backup Mag,Freehand Grip,Icarus Grip,Quick Access Sling,,,,,,,,,,,,,,,
534775659,PLUG ONE.1 (ADEPT),Legendary,Any,Energy,Fusion Rifle,80,58,,36,31,66,40,8,,780,6,Precision Frame,Corkscrew Rifling,Projection Fuse,Bottomless Grief,Backup Plan,Precision Frame,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Fluted Barrel,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,Extended Barrel,Full Bore,Accelerated Coils,Liquid Coils,Enhanced Battery,Ionized Battery,Particle Repeater,Projection Fuse,Heating Up,49,17,75,,,,Bottomless Grief,Feeding Frenzy,Under Pressure,Killing Wind,Quickdraw,Compulsive Reloader,Adaptive Munitions,Adrenaline Junkie,Kickstart,Reservoir Burst,Thresh,Cornered,Backup Plan,Successful Warm-Up,Turnabout,,,,,,,Stunning Recovery,Vanguard's Vindication,Range,Charge Time,Stability,Handling,Reload Speed,Adept Big Ones Spec,Adept Range,Adept Charge Time,Adept Stability,Major Spec,Counterbalance Stock,Boss Spec,Adept Reload,,,,,,,,,,,,,,,
618554398,PROELIUM FR3,Legendary,Any,Energy,Fusion Rifle,55,24,,52,45,33,52,4,,500,7,Rapid-Fire Frame,Spark PS,Flash HS5,Liquid Coils,Particle Repeater,Snapshot Sights,,,,,,,,,,,,,,,,,28,15,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3027844940,PROELIUM FR3,Legendary,Any,Energy,Fusion Rifle,55,24,,52,45,33,52,4,,500,7,Rapid-Fire Frame,Spark PS,Flash HS5,Liquid Coils,Particle Repeater,Snapshot Sights,Backup Plan,Rapid-Fire Frame,Signal MS5,Impulse MS3,Transmission MS7,Candle PS,Spark PS,Jolt PS,Flash HS5,Torch HS3,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,28,15,45,,,,Under Pressure,Firmly Planted,Auto-Loading Holster,Snapshot Sights,Moving Target,Hip-Fire Grip,Threat Detector,Backup Plan,Kill Clip,Rampage,High-Impact Reserves,Rangefinder,Quickdraw,Tap the Trigger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2502422773,SHOCK AND AWE,Legendary,Any,Energy,Fusion Rifle,95,43,,19,16,59,21,4,,960,5,High-Impact Frame,Spark PS,Torch HS3,Particle Repeater,Ionized Battery,Backup Plan,,,,,,,,,,,,,,,,,25,15,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114929480,SNORRI FR5,Legendary,Any,Energy,Fusion Rifle,80,61,,37,33,62,38,6,,780,6,Precision Frame,Arrowhead Brake,Ionized Battery,Firmly Planted,High-Impact Reserves,Precision Frame,Arrowhead Brake,Corkscrew Rifling,Extended Barrel,Fluted Barrel,Polygonal Rifling,Smallbore,Chambered Compensator,Full Bore,Hammer-Forged Rifling,Accelerated Coils,Enhanced Battery,Ionized Battery,Particle Repeater,Liquid Coils,Projection Fuse,Stats for All,50,17,79,,,,Surplus,Compulsive Reloader,Firmly Planted,Heating Up,Steady Hands,Successful Warm-Up,Frenzy,Reservoir Burst,One for All,High-Impact Reserves,Wellspring,Omolon Fluid Dynamics,Range,Stability,Charge Time,,,,,,,Reload Speed,Handling,Counterbalance Stock,Major Spec,Targeting Adjuster,Backup Mag,Boss Spec,Icarus Grip,Freehand Grip,Minor Spec,,,,,,,,,,,,,,,,,,,,
4094657108,TECHEUN FORCE,Legendary,Any,Energy,Fusion Rifle,70,39,,27,34,44,29,4,,660,6,Adaptive Frame,Hammer-Forged Rifling,Accelerated Coils,Auto-Loading Holster,Backup Plan,Adaptive Frame,Arrowhead Brake,Chambered Compensator,Corkscrew Rifling,Fluted Barrel,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,Extended Barrel,Full Bore,Accelerated Coils,Enhanced Battery,Particle Repeater,Ionized Battery,Liquid Coils,Projection Fuse,Under Pressure,39,15,60,,,,Kill Clip,Snapshot Sights,Threat Detector,Backup Plan,High-Impact Reserves,Rampage,Rangefinder,Range,Charge Time,Handling,Reload Speed,Stability,Counterbalance Stock,Major Spec,Targeting Adjuster,,,,,,,Boss Spec,Backup Mag,Icarus Grip,Freehand Grip,,,,,,,,,,,,,,,,,,,,,,,,,,
2753269585,TEMPERED DYNAMO,Legendary,Any,Energy,Fusion Rifle,80,52,,28,24,65,30,4,,780,5,Precision Frame,Meyrin RDL,Rasmussen ISA,Particle Repeater,Backup Plan,Rampage,Precision Frame,Rasmussen ISA,Meyrin RDS,Meyrin RDL,Enhanced Battery,Liquid Coils,Particle Repeater,Projection Fuse,Accelerated Coils,Ionized Battery,Opening Shot,Shield Disorient,Backup Plan,Snapshot Sights,Air Assault,Threat Detector,47,15,80,,,,Rampage,Kill Clip,High-Impact Reserves,Disruption Break,Auto-Loading Holster,Grave Robber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288031461,THE EMPEROR'S ENVY,Legendary,Any,Energy,Fusion Rifle,80,55,,26,27,56,40,4,,780,6,Precision Frame,Projection Fuse,Liquid Coils,Ionized Battery,Moving Target,Ambitious Assassin,Rampage,,,,,,,,,,,,,,,,48,15,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124357815,THE EPICUREAN,Legendary,Any,Energy,Fusion Rifle,80,59,,30,26,65,39,4,,780,6,Precision Frame,Hammer-Forged Rifling,Accelerated Coils,Tap the Trigger,Backup Plan,Precision Frame,Corkscrew Rifling,Fluted Barrel,Hammer-Forged Rifling,Polygonal Rifling,Smallbore,Full Bore,Liquid Coils,Particle Repeater,Projection Fuse,Accelerated Coils,Enhanced Battery,Ionized Battery,Tap the Trigger,Feeding Frenzy,Quickdraw,Under Pressure,49,15,80,,,,Snapshot Sights,Threat Detector,Backup Plan,Moving Target,Demolitionist,Rangefinder,Kill Clip,Swashbuckler,"Beggar, to Be Fed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263839058,THE EPICUREAN,Legendary,Any,Energy,Fusion Rifle,80,59,,30,26,65,39,5,,780,6,Precision Frame,Hammer-Forged Rifling,Accelerated Coils,Feeding Frenzy,Swashbuckler,To Excess,Precision Frame,Polygonal Rifling,Extended Barrel,Chambered Compensator,Smallbore,Corkscrew Rifling,Full Bore,Hammer-Forged Rifling,Arrowhead Brake,Fluted Barrel,Accelerated Coils,Enhanced Battery,Ionized Battery,Projection Fuse,Particle Repeater,Liquid Coils,49,15,80,,,,Ensemble,Feeding Frenzy,Well-Rounded,Snapshot Sights,Quickdraw,Surplus,Ensemble,Feeding Frenzy,Well-Rounded,Surplus,Cornered,Moving Target,Rangefinder,Backup Plan,Swashbuckler,,,,,,,Repulsor Brace,Cornered,Rangefinder,Swashbuckler,Repulsor Brace,To Excess,Range,Charge Time,Handling,Stability,Reload Speed,Counterbalance Stock,Major Spec,Targeting Adjuster,Boss Spec,Backup Mag,Freehand Grip,Quick Access Sling,Minor Spec,"Beggar, to Be Fed",,,,,,,,,,
930590127,THE WIZENED REBUKE,Legendary,Any,Energy,Fusion Rifle,95,51,,22,20,62,28,4,,960,5,High-Impact Frame,Hitmark IS,Enhanced Battery,Moving Target,Demolitionist,High-Impact Frame,Cleanshot IS,Hitmark IS,Red Dot 2 MOA,Red Dot Micro,Accelerated Coils,Enhanced Battery,Ionized Battery,Liquid Coils,Particle Repeater,Projection Fuse,Under Pressure,Firmly Planted,Auto-Loading Holster,Moving Target,Threat Detector,Backup Plan,28,15,72,,,,High-Impact Reserves,Rangefinder,Tap the Trigger,Demolitionist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2961807684,THE WIZENED REBUKE,Legendary,Any,Energy,Fusion Rifle,95,51,,22,20,62,28,4,,960,5,High-Impact Frame,Cleanshot IS,Red Dot 2 MOA,Red Dot Micro,Liquid Coils,Enhanced Battery,Backup Plan,,,,,,,,,,,,,,,,28,15,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006783454,TIMELINES' VERTEX,Legendary,Any,Energy,Fusion Rifle,70,35,,35,40,60,50,4,,660,6,Adaptive Frame,Spark PS,Torch HS3,Enhanced Battery,Accelerated Coils,Snapshot Sights,,,,,,,,,,,,,,,,,40,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3055192515,TIMELINES' VERTEX,Legendary,Any,Energy,Fusion Rifle,70,35,,35,40,60,50,4,,660,6,Adaptive Frame,Spark PS,Torch HS3,Enhanced Battery,Accelerated Coils,Snapshot Sights,Snapshot Sights,Adaptive Frame,Spark PS,Torch HS3,Candle PS,Signal MS5,Impulse MS3,Flash HS5,Transmission MS7,Jolt PS,Liquid Coils,Enhanced Battery,Ionized Battery,Accelerated Coils,Particle Repeater,Projection Fuse,40,15,60,,,,Lead from Gold,Field Prep,Auto-Loading Holster,Firmly Planted,Shield Disorient,Disruption Break,Demolitionist,Snapshot Sights,Elemental Capacitor,Backup Plan,Range,Charge Time,Handling,Stability,Reload Speed,,,,,,,Counterbalance Stock,Major Spec,Targeting Adjuster,Icarus Grip,Backup Mag,Freehand Grip,Boss Spec,Quick Access Sling,,,,,,,,,,,,,,,,,,,,,,
3258665412,TRINARY SYSTEM,Legendary,Any,Energy,Fusion Rifle,70,39,,35,39,54,40,4,,660,6,Adaptive Frame,Chambered Compensator,Particle Repeater,Hip-Fire Grip,Tap the Trigger,Adaptive Frame,Arrowhead Brake,Fluted Barrel,Corkscrew Rifling,Hammer-Forged Rifling,Chambered Compensator,Extended Barrel,Full Bore,Polygonal Rifling,Smallbore,Enhanced Battery,Ionized Battery,Liquid Coils,Accelerated Coils,Projection Fuse,Particle Repeater,Ambitious Assassin,43,15,55,,,,Auto-Loading Holster,Feeding Frenzy,Slideshot,Under Pressure,Quickdraw,Firmly Planted,Surplus,Hip-Fire Grip,Grave Robber,Killing Wind,Slideways,Demolitionist,Swashbuckler,One for All,Unrelenting,,,,,,,Tap the Trigger,Backup Plan,High-Impact Reserves,Wellspring,Multikill Clip,Thresh,Disruption Break,Kill Clip,Gun and Run,Range,Charge Time,Stability,Handling,Reload Speed,Counterbalance Stock,Major Spec,Targeting Adjuster,Backup Mag,Boss Spec,Freehand Grip,Icarus Grip,Quick Access Sling,,,,,,,,
